user_id,age,gender,occupation,feedback_text,feedback_timestamp,menu_item,meal_time,previous_feedbacks,interaction_count
1447,29,Male,Student,The meal was not enough salty.,2023-07-31 06:32:49,Paneer Butter Masala,Evening,"[-0.18875867649826628, -0.13293457317530266, 0.4541270236568322, -0.22920966106667406, 0.8251168482311475]",7
1448,26,Male,Student,The temperature of the food was perfect.,2023-04-25 03:01:09,Mutton Curry,Afternoon,"[-0.3232089308320407, -0.3891121001140616, -0.535856360643197, 0.7014452513868386, -0.381691231309653]",9
1449,20,Male,Student,The food was a bit bland.,2023-08-26 01:44:39,Veg Biryani,Evening,"[-0.6901717434797869, 0.611623560873906]",3
1450,24,Male,Student,The meal was not enough dry for my liking.,2024-08-31 22:29:31,Fried Rice,Evening,"[0.2861299535552868, 0.6778354223188079, -0.6659980791860955, 0.5553596056849104]",5
1451,25,Female,Student,The portions were just right.,2023-01-23 12:41:33,Caesar Salad,Evening,"[-0.1270046753071319, 0.7508158622914856, -0.5950197153198986, -0.2962738520101109, 0.9268166228006434]",4
1452,25,Male,Student,I didn’t enjoy the temperature of the food.,2023-02-07 09:01:49,Chicken,Afternoon,"[-0.187724915264607, -0.6318713942444241, -0.3194396494472256, 0.2373957972645817]",6
1453,22,Female,Student,The food was served too cold.,2024-03-18 13:53:18,Pasta,Afternoon,"[-0.1014595886378975, 0.1556306585554994, -0.9952400230588203, -0.6800255434316829, 0.8497854195556414]",5
1454,19,Male,Student,The food was a bit bland.,2023-06-12 04:47:11,uggani,Afternoon,"[-0.546183079846537, -0.7609878446150355]",6
1455,29,Male,Student,The meal was light and refreshing.,2024-09-06 01:48:35,Vada,Afternoon,"[0.8148986375515708, -0.5579529412626798, 0.30216885415865424, 0.5702318601595882, 0.6616544343512687]",4
1456,18,Female,Student,The overall quality was inconsistent.,2023-10-30 04:51:10,Roti,Afternoon,"[-0.7213369995650032, 0.1374525782166891, 0.8563497310167523, -0.8675242963974212]",4
1457,26,Male,Student,I didn’t like the texture of the meal.,2023-06-23 05:48:06,Fish Curry,Evening,"[-0.43719503684832484, -0.3961824664830589, -0.6818874332971376, -0.1784838101811861, 0.5879964998494949]",6
1458,21,Female,Student,The meal was not enough salty.,2024-01-29 09:12:03,Mutton Curry,Evening,"[-0.09827710692459024, 0.9970601660216027, 0.00884695364463206]",6
1459,26,Male,Student,The overall quality was inconsistent.,2024-07-18 02:28:28,Ice Cream,Afternoon,"[0.7618651477387208, -0.5221934194043989, -0.8342495362229176, 0.3423256360419209]",7
1460,19,Female,Student,The flavors were bold and exciting.,2023-03-01 10:40:07,Veg Curry,Morning,"[-0.6636774120795597, 0.9700912289087582, 0.16039765701814823, 0.5171256500561168]",6
1461,26,Female,Student,The service could be better.,2024-07-18 00:20:03,Mushroom Soup,Morning,"[-0.4134910076705558, -0.46496935728878386]",7
1462,24,Male,Student,The staff was attentive and friendly.,2024-07-16 23:45:53,Mixed Vegetable,Evening,"[0.6529388957359477, -0.32095184302671886, 0.011970527476078852, -0.01749999101180766]",3
1463,28,Male,Student,The staff was friendly and accommodating.,2023-07-01 21:38:14,Samosa,Afternoon,"[0.01234969339651637, 0.23841119981141734]",6
1464,25,Female,Student,The food was served at the right temperature.,2023-09-04 16:29:58,bonda,Morning,"[-0.8470121617765141, 0.7133039112383734, -0.33686105447129866]",3
1465,24,Male,Student,The meal was light and refreshing.,2023-04-27 07:51:38,uggani,Evening,"[-0.7077579986309719, 0.034593428288357986]",2
1466,24,Male,Student,I enjoyed the attentive service.,2023-06-04 08:53:46,Pasta,Evening,"[0.05346685925449868, -0.06297676391106921, 0.9825730865951237, -0.6663966958808278, -0.3575724760119019]",6
1467,27,Female,Student,I would recommend this place for its service.,2023-09-03 09:41:45,Chicken,Evening,"[-0.054625816437930075, 0.6128177346728179, -0.899556547294541, -0.2824841955619597]",3
1468,18,Female,Student,I appreciated the variety of healthy options.,2024-01-15 22:55:31,Rasmalai,Afternoon,[0.20119079764310133],6
1469,22,Male,Student,The quality of the ingredients was outstanding.,2023-09-01 00:37:20,egg,Morning,"[-0.3697151998009731, 0.11689638319682527, 0.5571792630133388]",3
1470,24,Male,Student,The meal was too salty.,2023-01-02 19:45:04,Vada,Evening,"[-0.952415934617822, -0.5916753955541145, -0.24882648015519204, 0.25599792163625423, -0.630809000458731]",9
1471,28,Female,Student,I appreciated the variety of healthy options.,2024-03-28 11:54:13,Idli,Morning,"[-0.4787171884099195, 0.31203709327687257, 0.8667613328599828]",1
1472,19,Male,Student,The overall dining experience was excellent.,2023-04-28 20:52:23,uggani,Evening,"[-0.09199553890699885, 0.9136962352086464, 0.8919629736192229, 0.2483820111585342, -0.8058680934771918]",4
1473,22,Male,Student,The quality of the ingredients was outstanding.,2023-06-16 03:50:09,Fried Rice,Morning,"[0.8322448514722518, -0.8548793721587034, 0.8554838787426462]",7
1474,19,Male,Student,The food was too rich for my taste.,2023-10-19 12:17:30,bonda,Morning,"[0.40409892728427343, 0.798254913538962, -0.88166957838546, -0.5873158315523659]",4
1475,18,Female,Student,I didn’t enjoy the temperature of the food.,2024-02-07 14:59:58,Garlic Bread,Morning,"[-0.5270730619385395, 0.3270608583773027, -0.8734608983764887, -0.15794246355846386]",4
1476,23,Male,Student,I really enjoyed the meal.,2024-02-05 20:25:04,Manchurian,Evening,[0.896533054884123],8
1477,27,Male,Student,The dessert was delightful!,2024-09-16 11:33:14,Veg Biryani,Morning,"[-0.970302155617601, 0.5545511971538624, 0.4130621792440652]",1
1478,21,Male,Student,The portions were just right.,2024-06-09 10:27:40,Mutton Curry,Morning,"[-0.4204408823946517, 0.427856584915433]",2
1479,24,Male,Student,The portions were generous.,2024-09-06 12:28:40,Chicken Biryani,Morning,"[0.7556175184304872, 0.47678781825120486]",3
1480,28,Female,Student,The meal was missing a key ingredient.,2023-05-01 05:57:01,uggani,Evening,"[-0.2888496241382743, 0.7452507599628146, 0.5349766486147312, -0.019642117128583436]",4
1481,23,Female,Student,I would recommend this place for its service.,2024-09-10 22:12:08,Manchurian,Morning,[0.822694985128692],8
1482,18,Female,Student,The flavors were unique and interesting.,2023-01-25 10:43:06,Fish Curry,Morning,"[0.10809657223417668, -0.8226867749887439, 0.4343344515244023]",6
1483,25,Male,Student,The meal was not enough salty.,2023-08-09 23:54:50,Fried Rice,Morning,"[0.9790885309980204, 0.9256157655140711]",6
1484,22,Male,Student,The meal was not enough salty.,2024-03-28 05:14:23,Pav Bhaji,Morning,"[0.9839955811647147, -0.8412138954653072, -0.5757983433055642, -0.033624938719676534]",2
1485,24,Male,Student,The food quality was excellent!,2023-05-07 15:05:29,Gulab Jamun,Evening,[0.11522183979370171],4
1486,26,Male,Student,The food quality was excellent!,2024-03-09 19:47:57,Chicken Biryani,Morning,"[-0.9031084563978591, -0.6289306291018908, -0.4184791646607655, -0.9347812371294373, 0.11183366533665606]",4
1487,19,Female,Student,I didn’t enjoy the temperature of the food.,2024-09-13 18:41:13,Veg Biryani,Morning,"[-0.7793830554804113, -0.1756590173157666, 0.478548806481901, -0.5175883327249466, -0.555952869089033]",4
1488,18,Male,Student,The meal was missing a key ingredient.,2024-09-13 12:49:38,Manchurian,Afternoon,"[-0.028088777098427498, 0.5624982682312847]",2
1489,21,Male,Student,The meal was missing a key ingredient.,2024-02-20 10:16:48,Spring Rolls,Morning,"[-0.9317944612363018, -0.22044859091696423, 0.20300808624598954, 0.9485865161851395]",4
1490,23,Female,Student,The meal was not enough salty.,2023-06-09 09:11:15,bonda,Evening,"[0.49489695987572135, 0.556266485461016, 0.11770274676832537, 0.26065271737862283, 0.872487215759338]",2
1491,21,Male,Student,I think the meal could use more seasoning.,2023-09-27 14:14:25,Chole Bhature,Morning,[0.639971050828031],2
1492,29,Male,Student,The flavors were not what I expected.,2023-07-18 12:35:38,Fish Curry,Afternoon,[-0.44213163160516245],5
1493,24,Male,Student,The meal was filling and satisfying.,2023-12-15 19:56:14,Paneer Tikka,Evening,"[-0.3804807435980959, 0.7273075007785572, -0.5772856837895495, -0.43086129091786796, -0.45192352711814476]",1
1494,21,Male,Student,I didn’t enjoy the quality.,2023-11-29 13:24:14,Ice Cream,Morning,"[-0.15012992276558368, 0.7216826663657636, 0.722156225526132, -0.5844284313252746]",3
1495,21,Male,Student,The staff provided excellent service.,2023-07-27 04:54:53,Uttapam,Afternoon,"[0.5609083302943865, 0.3988173621264903, 0.924661773286255, 0.33968190199261983, -0.4539837588173554]",8
1496,23,Female,Student,I think the meal was a bit too oily.,2023-01-05 17:20:42,Samosa,Evening,"[-0.23942528522826478, -0.7789022629999605, -0.12384261828483156]",5
1497,18,Female,Student,The staff was attentive and friendly.,2023-11-21 19:51:48,Rasmalai,Afternoon,"[-0.5897829658699834, -0.6297401445378741, -0.15841437873801478]",4
1498,27,Male,Student,The overall experience was satisfying.,2024-03-17 09:36:25,Mutton Curry,Morning,"[-0.255525582236525, 0.3199721468508099, 0.5766619837363549]",1
1499,27,Female,Student,The food was served at the right temperature.,2024-09-06 14:31:17,Caesar Salad,Evening,"[0.932364892761038, -0.2786867986856232, -0.8599431595774862, 0.2639329158980488, 0.5375959693630823]",5
1500,18,Male,Student,The staff provided excellent service.,2023-05-22 17:35:03,Kofta Curry,Afternoon,"[-0.09522272460500103, -0.8251913069742216, -0.3574124908029974, -0.30365585867647726, 0.12039553087517851]",4
1501,22,Female,Student,I didn’t enjoy the temperature of the food.,2024-06-16 17:15:07,Paneer Tikka,Morning,[-0.4101344702035239],1
1502,25,Male,Student,"Amazing flavors, I loved the taste.",2023-10-30 14:53:43,Caesar Salad,Morning,"[0.5234212054186875, -0.08524926805544641, -0.8093792369323041]",5
1503,25,Female,Student,I appreciated the variety of healthy options.,2023-11-28 09:55:25,Paneer Tikka,Evening,"[-0.2738432680567582, -0.23638294382943625, 0.8245900899699243]",5
1504,27,Female,Student,The food tasted fresh and well-prepared.,2023-04-04 06:16:02,Veg Curry,Morning,"[0.7632744183841098, 0.12900053310717352, -0.23900080032121473, 0.01343197617511982, -0.23799041865080928]",3
1505,26,Female,Student,The meal was not enough dry for my liking.,2023-10-15 02:49:56,Pasta,Morning,"[-0.2665622517572701, -0.9405568614124358]",2
1506,29,Male,Student,The dessert was the best part of the meal.,2023-12-22 19:07:24,uggani,Afternoon,[-0.8170277227012828],4
1507,18,Female,Student,"Amazing flavors, I loved the taste.",2023-11-20 16:42:49,bonda,Afternoon,[-0.5754394687952031],9
1508,20,Female,Student,The service was not enough slow.,2024-04-09 08:30:49,Ice Cream,Morning,"[0.34639803120333856, -0.06627866434217489, -0.9185150650508103, -0.4950457724838522]",7
1509,27,Male,Student,I found the meal to be very satisfying.,2024-01-20 19:16:35,Mushroom Soup,Evening,"[0.9298524101002199, -0.7573138735428342, -0.30962075973453307]",3
1510,19,Female,Student,I found the service to be lacking.,2024-06-26 05:29:19,Rasmalai,Afternoon,"[-0.38860669889975896, -0.47676526378573403, 0.9350070456186983]",8
1511,22,Female,Student,I think the meal could use more seasoning.,2023-02-27 03:08:20,Paneer Tikka,Afternoon,"[0.8348509647443012, 0.23633650315291566, 0.34430486672061344]",4
1512,26,Male,Student,The temperature could have been better.,2023-03-26 10:06:30,Veg Curry,Evening,"[0.033072968818802506, 0.3046601635704309, -0.24992032848998624, 0.22674827410323295, -0.5542486229472263]",4
1513,25,Male,Student,The overall experience was satisfying.,2023-03-06 21:03:11,Rasmalai,Evening,"[0.5540452868552785, -0.5257586421250633]",7
1514,28,Female,Student,The overall dining experience was excellent.,2024-07-19 08:10:24,Samosa,Afternoon,"[-0.6775909341995079, -0.6873580455837438, -0.29416964019899483, -0.7481239422240051, -0.7780244340811766]",3
1515,23,Female,Student,The food quality was excellent!,2023-08-27 00:06:35,Paneer Tikka,Evening,"[0.48571235250572165, -0.7213845410749049, -0.7254768369248454]",3
1516,19,Female,Student,I didn’t enjoy the quality.,2024-08-28 20:48:44,Rasmalai,Morning,[0.32757275701702837],4
1517,29,Male,Student,The overall dining experience was excellent.,2023-05-31 11:52:21,Paneer Tikka,Afternoon,"[-0.776372581625888, 0.2964891678275534, 0.281633001718135, 0.26802800129110227]",8
1518,19,Male,Student,I didn’t enjoy the temperature of the food.,2023-02-15 05:18:39,Egg Curry,Afternoon,[0.21992036481591537],2
1519,29,Male,Student,The overall dining experience was excellent.,2023-04-14 00:27:29,Chole Bhature,Evening,"[-0.2840888585102188, 0.7361733293933275, 0.6308581965932423, 0.7560900415398033, -0.9481301667427233]",6
1520,19,Male,Student,I found the meal to be very satisfying.,2024-02-03 12:21:42,Chicken,Evening,[-0.14693109244071278],1
1521,25,Male,Student,I didn’t enjoy the temperature of the food.,2023-02-14 08:20:40,bonda,Evening,"[-0.7552014600912627, -0.536304155041087]",2
1522,19,Female,Student,The staff provided excellent service.,2024-07-03 16:14:40,Chicken,Evening,[-0.7560361613850599],6
1523,22,Female,Student,The portions were generous.,2024-09-01 18:44:10,Roti,Evening,"[0.09092088814220389, -0.6220423016136194]",7
1524,29,Female,Student,I didn’t enjoy the temperature of the food.,2024-08-17 06:56:13,Mixed Vegetable,Morning,"[0.8407288952176355, 0.7403642976371012, -0.7940485373418618, -0.5134539688571613]",1
1525,26,Male,Student,The overall quality of the meal was good.,2023-12-30 00:52:46,uggani,Morning,"[-0.5286791032275231, 0.08280208750988782, 0.6116017678191568]",9
1526,25,Female,Student,The portions were generous.,2023-01-26 08:01:54,Fish Curry,Afternoon,"[-0.06335635764510705, -0.5467103215965876, 0.8775207671659071]",4
1527,19,Female,Student,"Amazing flavors, I loved the taste.",2023-10-14 05:39:00,Caesar Salad,Evening,"[0.9443080132067738, -0.18728585579186308]",4
1528,22,Female,Student,The meal was not enough dry for my liking.,2024-08-16 00:35:53,Vada,Evening,"[0.752164188489642, 0.2706893624922029, -0.17030522811446547]",9
1529,28,Female,Student,The staff provided excellent service.,2023-08-14 13:07:14,Pasta,Evening,"[-0.2706809938564818, 0.9139698457153624, 0.77907117868335, 0.1625519180831172]",5
1530,24,Female,Student,The quality of the ingredients was outstanding.,2024-07-23 14:49:27,uggani,Afternoon,"[0.4548963064562399, 0.7099016216207272, -0.4120245960568054, -0.6095849427465034, -0.9382389308699632]",1
1531,20,Male,Student,The meal was light and refreshing.,2023-05-26 08:28:54,Manchurian,Morning,"[-0.7711779990730734, 0.7411518387947253, -0.07974301917071358, 0.5238441290653277]",2
1532,29,Male,Student,I think the meal could use more seasoning.,2023-09-14 03:09:41,Paneer Tikka,Morning,"[0.08881606365198702, -0.21919994806046827, -0.09035739548699784]",8
1533,20,Female,Student,The food was served at the right temperature.,2023-03-06 00:53:46,Manchurian,Morning,"[-0.43759565224295494, -0.6273314135010517, -0.0686553119003197, -0.20229031735506653]",9
1534,25,Female,Student,I didn’t enjoy the quality.,2023-12-10 09:51:13,Mixed Vegetable,Evening,[-0.6685049542261827],2
1535,19,Female,Student,I didn’t enjoy the temperature of the food.,2023-11-30 14:34:08,egg,Afternoon,[-0.7479266447613078],1
1536,27,Male,Student,The flavors were not what I expected.,2024-05-30 21:00:48,Idli,Afternoon,"[0.6790141797748934, 0.8050914144832275, 0.7179234793437845, 0.9127677521563238]",5
1537,29,Male,Student,The food was served at the right temperature.,2024-03-01 00:55:43,Mixed Vegetable,Morning,"[0.6223186930526525, 0.7585138564325584, -0.9728346833115984, -0.42949265308789, -0.12649676476177762]",3
1538,23,Male,Student,The meal was missing a key ingredient.,2023-10-20 19:24:37,Kofta Curry,Morning,"[0.5147939112949611, 0.07178463466999618, 0.29439108037409323, 0.8062653847646442, 0.1718312656778367]",7
1539,25,Female,Student,The overall quality was inconsistent.,2024-05-02 00:52:24,Mixed Vegetable,Afternoon,"[0.39972040085384286, 0.970471583557325]",3
1540,19,Female,Student,The service was not enough slow.,2023-01-09 14:31:02,Egg Curry,Evening,"[0.15213705306278258, 0.7517260925535596, 0.4593133130955682]",5
1541,20,Male,Student,I didn’t enjoy the temperature of the food.,2023-02-16 12:11:23,Uttapam,Evening,"[0.2312661751765559, -0.35042850340642806, 0.9010661389804824, 0.23876871417962509, -0.10191507061892424]",3
1542,18,Female,Student,The dessert was the best part of the meal.,2023-07-07 15:18:47,Pav Bhaji,Morning,"[-0.8037835222476983, 0.581753655762201, -0.9879132074635582]",1
1543,27,Female,Student,I really enjoyed the meal.,2023-09-08 00:16:53,Paneer Butter Masala,Evening,"[0.5971841140917973, 0.10695709007560095, -0.955108846619996]",2
1544,23,Female,Student,I found the meal to be very satisfying.,2023-06-25 01:41:44,Paneer Tikka,Afternoon,"[0.6488621383979218, -0.8071912004852844]",7
1545,22,Male,Student,I found the service to be lacking.,2024-06-24 11:49:59,Kofta Curry,Morning,[0.019317395436241114],7
1546,27,Female,Student,The staff provided excellent service.,2024-08-24 12:06:53,Egg Curry,Evening,"[0.9409237022473693, 0.7285734556604764, 0.5024854495135069, -0.09078803598939378]",4
1547,24,Male,Student,The portions were just right.,2024-02-11 19:58:32,Idli,Morning,"[-0.021029992508065698, -0.7313686198245697]",2
1548,29,Male,Student,The dessert was the best part of the meal.,2023-03-20 21:13:12,Ice Cream,Morning,"[-0.7276872339252822, -0.9535505947947063]",2
1549,28,Male,Student,I would recommend this place for its service.,2024-03-17 06:34:31,Paneer Butter Masala,Morning,"[0.8568460666248665, 0.9782606891481094, 0.9961051795456108, 0.8732256932822953]",1
1550,22,Male,Student,I think the meal could use more seasoning.,2023-07-21 02:04:54,Masala Dosa,Morning,"[0.624197357234344, -0.09233067093569369, -0.6812554249472349, -0.2836072628287998, 0.7438290467837825]",3
1551,29,Female,Student,I appreciated the quick service.,2024-04-30 13:35:58,Paneer Tikka,Morning,"[0.014776316626020414, -0.3207701351705847, 0.8251627652631537]",9
1552,23,Male,Student,The meal was not enough dry for my liking.,2024-01-30 09:11:49,Mutton Curry,Evening,"[0.8291734018769779, 0.2948332289224491, 0.9991507338102461]",5
1553,27,Female,Student,I think the meal could use more seasoning.,2024-08-13 09:48:20,Mutton Curry,Morning,"[0.7907224444394143, 0.6450949662767231, 0.03452805335050568, 0.7365089114146237, -0.598103092013669]",3
1554,18,Male,Student,The overall dining experience was excellent.,2024-08-27 05:12:07,Kofta Curry,Morning,[0.6223458959488142],3
1555,24,Male,Student,The overall quality was inconsistent.,2023-10-17 07:47:15,Paneer Tikka,Afternoon,"[-0.16537711436092994, 0.6674947803680689, 0.24692382213744546]",6
1556,25,Female,Student,The service was not enough slow.,2023-01-16 00:21:52,Caesar Salad,Afternoon,"[-0.855504897882924, 0.689288267548789, -0.8369107505540019, 0.9663754271826825]",7
1557,20,Female,Student,The service was not enough slow.,2024-07-28 16:20:48,Kofta Curry,Evening,"[-0.8984823364284813, -0.31919983658125295, -0.9410858811451193]",7
1558,26,Male,Student,The staff was attentive and friendly.,2024-03-26 18:00:11,Ice Cream,Afternoon,"[-0.46482082841721883, -0.7571653666147362, 0.9916538027614727]",6
1559,29,Female,Student,"Amazing flavors, I loved the taste.",2024-06-12 12:20:00,Ice Cream,Evening,"[-0.5395009126281136, 0.4626996660764655, -0.8027283924021793, -0.1441321393719559, 0.5023653512309492]",4
1560,21,Male,Student,I didn’t like the texture of the meal.,2023-10-18 23:43:33,Pasta,Evening,"[-0.19875420642454844, 0.38128921918843295, 0.47162166731961896, 0.5885423229934859, 0.08505519034700915]",3
1561,25,Female,Student,I didn’t like the texture of the meal.,2023-04-08 13:50:40,Samosa,Afternoon,[0.8276516229841822],9
1562,24,Female,Student,The portions were generous.,2024-08-14 10:09:45,Fried Rice,Afternoon,[-0.8806394830850934],6
1563,25,Female,Student,The portions were generous.,2023-10-31 10:57:22,Pav Bhaji,Evening,"[0.6818641613486234, -0.6234938249347532]",5
1564,24,Female,Student,I found the meal to be very satisfying.,2024-08-17 21:58:14,uggani,Afternoon,"[0.5719236327405823, 0.14360151132154853, -0.512659226069202, 0.8160805405498701, -0.24565497147187987]",7
1565,27,Female,Student,I appreciated the variety of healthy options.,2024-07-06 15:06:13,Chicken,Afternoon,"[0.26773868397844525, 0.5530103755556783, 0.28014026878706466, 0.5145447729445611, -0.2597242211421311]",5
1566,21,Female,Student,The service was exceptional.,2023-06-21 21:53:26,Veg Curry,Afternoon,"[0.4765744001749239, 0.7734665616306586, -0.92015656921863, -0.6372017163754076, -0.32531600675226113]",8
1567,25,Female,Student,I would recommend this place for its service.,2023-11-05 15:44:44,Pav Bhaji,Morning,"[0.08210383049149095, 0.23156100712058003, -0.09902490688358445, 0.823467326887964]",9
1568,22,Male,Student,I appreciated the healthy options available.,2024-04-28 08:27:14,Veg Curry,Evening,"[-0.6376380085270372, -0.5127252482316176]",3
1569,23,Female,Student,The temperature could have been better.,2023-10-22 05:04:32,Chole Bhature,Afternoon,[0.592904241386291],5
1570,18,Female,Student,I didn’t like the texture of the meal.,2023-09-13 18:39:40,Mutton Curry,Evening,[-0.9141900466684882],5
1571,25,Male,Student,I didn’t enjoy the temperature of the food.,2024-06-06 09:44:44,uggani,Morning,"[-0.9902071212815908, 0.2085665077011667, -0.10706913133424889, -0.5569900968964256, -0.37850335560058657]",2
1572,24,Female,Student,The portions were generous.,2024-03-25 06:45:01,Roti,Morning,"[0.13739001309501164, 0.5791342039806984, 0.6925106134761445]",2
1573,25,Female,Student,The dessert was delightful!,2024-01-07 17:50:17,Chole Bhature,Afternoon,"[-0.6985539451875455, -0.6703940139717781, 0.27739362091537156]",1
1574,21,Female,Student,The food quality was excellent!,2024-02-09 08:42:49,Masala Dosa,Morning,"[-0.8405846435894526, 0.6324331005658184, -0.4800863780546387, 0.4654346996385874]",7
1575,28,Female,Student,The service was not enough slow.,2024-05-18 00:41:43,Veg Biryani,Evening,[0.024833403333424764],4
1576,29,Male,Student,I found the meal to be very satisfying.,2023-01-13 20:46:35,Idli,Evening,[-0.007286910957233328],6
1577,25,Male,Student,The quality of the ingredients was outstanding.,2024-01-01 02:20:31,Caesar Salad,Morning,"[0.6702544778689381, 0.4707613683936549, 0.18001190364412012, 0.547446077129534, 0.786830008029362]",2
1578,29,Female,Student,The meal was light and refreshing.,2024-07-10 20:45:09,Roti,Morning,[0.8437103264256713],3
1579,26,Female,Student,"Amazing flavors, I loved the taste.",2024-05-01 11:20:00,Chicken,Afternoon,"[0.766482210672887, 0.9368988657743487, -0.40502426236214584]",2
1580,20,Female,Student,I appreciated the healthy options available.,2024-04-23 21:57:49,Roti,Morning,"[-0.37593481204105017, 0.9011602972480346, -0.4397469508712406]",9
1581,24,Female,Student,I really enjoyed the meal.,2023-01-28 05:00:39,Idli,Afternoon,"[0.3561820452432962, -0.09792367225695142]",4
1582,18,Male,Student,The food was served at the right temperature.,2024-06-27 18:55:15,Rasmalai,Morning,[-0.5046046891012035],8
1583,25,Female,Student,I would recommend this place for its service.,2024-03-11 19:34:58,Vada,Morning,"[-0.057209203626346294, 0.5548379321783612, -0.3088765492156149]",8
1584,25,Male,Student,I didn’t like the texture of the meal.,2024-01-01 03:32:50,bonda,Evening,"[-0.11597716329360508, 0.37749839459927315, 0.4684986566742664, 0.6098105363309063]",8
1585,24,Male,Student,The portions were generous.,2024-02-12 13:04:48,Pav Bhaji,Morning,"[-0.9380019276026803, 0.7223251044665793, -0.29380688500146634, -0.24151894005220842, 0.0921427625528759]",8
1586,28,Female,Student,I appreciated the variety of healthy options.,2023-09-05 17:49:04,Chicken,Afternoon,"[-0.14767171222931164, 0.3211793171258832, -0.12718347361164728, -0.5093372978742225, -0.18170955155411006]",8
1587,26,Female,Student,I would recommend this place for its service.,2023-10-27 23:19:32,Chole Bhature,Morning,"[-0.23055064943759374, -0.8945814502957798, -0.8554267610751936]",6
1588,25,Female,Student,The service was not enough slow.,2024-06-20 20:43:12,Mushroom Soup,Morning,"[-0.17327626886985525, 0.05319494938189817, -0.8404350460629242, 0.2587997820903014, -0.23870642786916996]",5
1589,21,Female,Student,The flavors were bold and exciting.,2024-06-10 04:36:29,Pav Bhaji,Evening,[-0.24744825753457844],6
1590,22,Female,Student,The service was not enough slow.,2024-03-18 18:37:00,bonda,Afternoon,"[0.5490845307515966, -0.6201084071164953, 0.7517196509721844, -0.7761674554803017]",5
1591,18,Male,Student,I would recommend this place for its service.,2024-02-07 23:52:03,Mutton Curry,Afternoon,"[-0.7447181488896217, -0.863919250361296, -0.7705284354116371, 0.042195270772225735]",8
1592,27,Female,Student,The food was lukewarm and soggy.,2023-10-10 03:31:18,Pasta,Morning,"[-0.9265874682031408, 0.4214119650370389, 0.9830765802890635]",6
1593,23,Female,Student,I found the meal to be lacking in flavor.,2023-06-15 00:17:59,Caesar Salad,Morning,"[-0.3902973472243081, 0.13886206287379244]",4
1594,26,Female,Student,The temperature of the food was perfect.,2024-05-20 06:55:07,Fish Curry,Afternoon,[0.37003995222308217],4
1595,18,Male,Student,I loved the overall dining experience.,2024-09-19 02:36:02,Rasmalai,Morning,"[-0.7677892681321346, 0.03621431278270748, 0.5694989550687983]",4
1596,24,Female,Student,The overall experience was satisfying.,2024-07-03 20:57:16,Chicken Biryani,Afternoon,"[-0.6639396359970771, 0.3918572695566873]",3
1597,26,Male,Student,I would recommend this place for its service.,2023-09-05 14:52:36,Egg Curry,Afternoon,"[-0.8700786927634316, -0.8564389400835466, -0.11444143644682603, -0.8647033931795542]",7
1598,22,Male,Student,I enjoyed the attentive service.,2023-02-27 11:58:16,Veg Curry,Evening,"[-0.9110386585636523, 0.29120820728896324, -0.166123120388181]",1
1599,21,Male,Student,The meal was not enough dry for my liking.,2023-07-08 21:34:27,Pav Bhaji,Morning,"[0.7164910554923294, 0.7609878902421605]",8
1600,27,Male,Student,The food was served at the right temperature.,2024-07-15 17:20:04,Idli,Morning,"[0.011668600328069045, 0.229677958839402]",7
1601,20,Female,Student,The portions were just right.,2023-11-18 03:46:30,Idli,Afternoon,"[0.4927967721240021, 0.8111986451433011, -0.857189758411854, 0.2139090379900035]",3
1602,19,Female,Student,The flavors were unique and interesting.,2023-04-20 10:51:50,bonda,Afternoon,"[-0.4758790628211462, -0.9832455835470348]",2
1603,29,Female,Student,The staff was very polite and attentive.,2023-11-27 18:57:47,Masala Dosa,Afternoon,"[0.4493010212722157, -0.7058875729036345, 0.3281678966069008]",4
1604,21,Female,Student,The portions were generous.,2023-05-21 13:40:05,Mixed Vegetable,Morning,"[0.18011245805033216, -0.1585499634283034, 0.36003485449723427, 0.4311909860237828]",7
1605,23,Female,Student,The quality of the ingredients was outstanding.,2024-02-28 03:23:01,Fish Curry,Evening,"[-0.7730963635309307, 0.15190242483468586, 0.3273059305830843]",1
1606,28,Male,Student,The overall quality was inconsistent.,2024-09-09 22:18:58,Fish Curry,Morning,"[-0.8497070705893204, -0.9026399940017615, -0.29010544586771037]",4
1607,18,Male,Student,The staff was attentive and friendly.,2023-12-10 13:59:09,Masala Dosa,Morning,"[0.27658973142758225, -0.32493047070364867]",1
1608,28,Female,Student,I found the meal to be very satisfying.,2023-11-14 12:11:41,Idli,Afternoon,"[-0.21150430729689296, 0.0004156014794156615, 0.9219223268937256, -0.03244690565761177]",7
1609,27,Male,Student,I didn’t enjoy the temperature of the food.,2023-10-11 20:22:03,Masala Dosa,Evening,"[-0.23722279793478518, 0.40420199655242284]",4
1610,23,Male,Student,The overall experience was satisfying.,2023-02-04 19:14:38,Idli,Morning,"[0.5290265038349566, 0.2837465090820983, -0.8296291732941419, 0.859809455707985, 0.20434403554545177]",6
1611,27,Male,Student,The service was prompt and courteous.,2024-08-24 16:43:33,Samosa,Morning,"[-0.6857283681368778, 0.4350283164213329, 0.5967548503344644]",3
1612,27,Male,Student,I really enjoyed the meal.,2023-08-25 05:18:29,Mushroom Soup,Morning,[-0.16985275130251987],3
1613,25,Male,Student,The temperature could have been better.,2023-02-12 01:31:21,Pav Bhaji,Morning,"[0.4909234278520487, -0.25760255012127375, -0.7704010730631758]",2
